DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0101,3,2023,14,3,2023,1,0101,55,40,9,9,170,320,5,5,21,21
3,0309,3,2023,6,3,2023,1,0101,32,33,4,4,320,320,5,5,21,22
1,0102,3,2023,14,3,2023,1,0101,999,999,9,9,320,320,9,9,21,21
5,0501,3,2023,3,3,2023,1,0117,35,32,4,4,320,320,5,4,21,23
1,0101,4,2023,16,2,2023,1,0108,999,999,9,9,320,320,9,9,21,26
1,0101,4,2023,14,2,2023,1,0101,40,40,4,4,320,320,9,6,21,24
1,0101,4,2023,24,3,2023,4,0409,39,34,4,4,320,320,5,4,21,23
22,2214,4,2023,10,2,2023,22,2214,41,36,4,4,320,320,9,5,21,23
1,0101,4,2023,6,3,2023,1,0101,999,999,9,9,170,320,9,9,21,26
9,0901,4,2023,10,3,2023,9,0901,32,32,4,4,320,320,9,5,21,22
1,0101,4,2023,13,3,2023,1,0108,999,999,9,9,320,720,9,9,21,21
1,0101,4,2023,22,3,2023,1,0102,41,45,4,4,320,320,6,5,21,24
1,0101,4,2023,17,3,2023,1,0101,36,36,4,4,320,320,6,6,21,26
1,0101,5,2023,24,4,2023,16,1615,34,34,4,4,320,320,5,5,21,24
12,1202,5,2023,12,4,2023,12,1202,33,33,4,4,320,320,9,5,21,24
1,0101,5,2023,13,4,2023,1,0101,65,65,4,4,320,320,5,5,21,21
20,2007,5,2023,23,5,2023,1,0101,43,38,4,4,320,320,5,6,21,26
4,0415,5,2023,15,3,2023,4,0413,29,25,4,5,320,320,5,4,21,23
1,0101,5,2023,17,4,2023,1,0101,30,31,4,4,320,320,9,5,21,26
6,0611,6,2023,3,5,2023,1,0101,33,33,4,4,320,320,9,9,21,21
1,0102,6,2023,16,5,2023,1,0101,999,999,9,9,320,320,9,9,21,24
16,1610,6,2023,31,3,2023,16,1601,999,999,4,4,320,320,9,9,21,21
1,0101,6,2023,25,4,2023,1,0101,50,44,9,9,222,320,5,5,21,24
11,1108,6,2023,21,6,2023,16,1602,64,58,4,4,320,320,5,4,21,23
1,0101,6,2023,31,5,2023,1,0117,999,999,9,9,320,320,9,9,21,21
1,0101,6,2023,26,5,2023,1,0101,46,37,4,9,320,840,5,5,21,26
1,0101,6,2023,19,5,2023,1,0101,60,55,4,4,320,320,6,5,21,22
1,0101,7,2023,27,7,2023,1,0101,36,41,4,4,320,320,6,5,21,21
1,0101,7,2023,29,6,2023,1,0101,38,37,9,4,840,320,4,9,21,26
9,0920,7,2023,30,6,2023,11,1101,31,30,4,4,320,320,5,5,21,26
1,0101,7,2023,16,6,2023,1,0101,33,35,4,4,320,320,9,9,21,21
9,0901,8,2023,2,8,2023,9,0901,35,34,4,4,320,320,5,5,21,22
1,0101,8,2023,23,6,2023,1,0101,42,35,4,4,320,320,4,5,21,21
1,0101,8,2023,31,3,2023,1,0101,999,999,9,9,320,718,9,9,21,22
1,0101,8,2023,19,7,2023,1,0101,40,46,4,4,320,320,5,5,21,26
1,0101,8,2023,4,8,2023,1,0101,42,43,4,4,320,320,5,5,21,26
9,0920,8,2023,22,6,2023,9,0920,48,48,4,4,320,320,5,4,21,23
1,0102,8,2023,24,3,2023,1,0101,44,46,9,4,320,320,9,5,21,26
9,0901,9,2023,5,9,2023,9,0901,42,37,4,4,320,320,5,5,21,21
1,0101,9,2023,6,9,2023,1,0101,39,38,4,4,320,320,5,5,21,26
1,0101,9,2023,31,7,2023,1,0101,34,36,4,4,320,320,5,5,21,24
3,0309,9,2023,12,9,2023,1,0101,28,28,4,4,320,320,5,9,21,21
1,0101,10,2023,27,9,2023,1,0101,37,40,4,4,320,320,6,5,21,24
15,1501,10,2023,14,9,2023,15,1501,42,44,4,4,320,320,5,5,21,23
1,0101,10,2023,1,8,2023,1,0115,43,49,4,9,320,320,5,9,21,26
1,0101,10,2023,2,10,2023,1,0101,41,41,4,4,320,320,5,6,21,21
3,0308,10,2023,22,9,2023,1,0101,51,47,4,4,320,320,6,5,21,22
5,0501,10,2023,27,6,2023,5,0501,62,54,4,4,320,320,5,5,21,26
1,0101,10,2023,4,10,2023,1,0101,34,35,4,4,320,320,6,5,21,21
1,0101,11,2023,9,10,2023,1,0101,39,41,4,4,320,320,5,6,21,21
1,0101,11,2023,17,9,2023,1,0113,41,41,4,4,320,320,6,5,21,26
9,0920,11,2023,20,7,2023,9,0920,34,29,4,4,320,320,5,5,21,26
1,0101,11,2023,25,10,2023,1,0101,38,36,4,5,320,320,6,6,21,26
1,0101,11,2023,13,3,2023,1,0106,52,41,4,4,320,320,5,5,21,21
1,0108,11,2023,18,10,2023,1,0101,39,41,4,4,320,320,5,5,21,21
9,0901,12,2023,12,12,2023,9,0903,37,36,4,4,320,320,9,5,21,26
3,0301,12,2023,30,10,2023,3,0302,36,35,4,4,320,320,4,5,21,23
16,1601,12,2023,19,4,2023,16,1601,999,999,9,9,320,320,9,9,21,23
1,0108,12,2023,6,12,2023,5,0501,55,50,4,4,320,320,5,5,21,21
1,0101,12,2023,30,11,2023,1,0101,32,33,4,4,320,320,9,5,21,26
1,0101,12,2023,12,12,2023,1,0117,47,43,4,4,320,320,5,5,21,26
1,0101,1,2024,14,12,2023,1,0101,42,41,4,4,320,320,6,5,21,24
1,0101,1,2024,29,11,2023,1,0101,34,33,4,4,320,320,5,5,21,23
15,1504,2,2024,13,12,2023,15,1504,51,33,4,4,320,320,5,4,21,23
1,0101,3,2024,20,12,2023,1,0101,38,37,4,9,320,214,5,5,21,24
5,0504,3,2024,11,12,2023,5,0502,42,37,4,4,320,320,5,4,21,23
1,0101,4,2024,7,9,2023,1,0101,41,35,4,4,320,320,9,4,21,23
1,0101,4,2024,12,9,2023,1,0101,999,999,9,9,320,320,9,9,21,25
9,0923,6,2024,10,11,2023,10,1001,50,39,4,4,320,320,4,9,21,26
1,0101,6,2024,18,4,2023,1,0101,38,36,4,4,320,320,5,5,21,24
1,0101,1,2023,10,1,2023,1,0101,46,40,4,4,320,320,6,5,22,22
1,0101,2,2023,24,1,2023,16,1601,47,35,4,4,320,320,5,5,22,24
1,0101,2,2023,10,2,2023,1,0101,999,999,9,9,320,320,9,9,22,22
1,0101,3,2023,1,3,2023,1,0101,34,33,4,4,320,320,9,5,22,22
1,0115,4,2023,10,4,2023,1,0101,52,45,4,4,320,320,6,5,22,22
1,0101,4,2023,27,3,2023,1,0101,999,999,9,9,320,320,9,9,22,23
1,0101,4,2023,15,2,2023,14,1406,40,36,4,9,320,320,5,4,22,23
1,0101,4,2023,4,4,2023,1,0101,30,30,4,4,320,320,5,5,22,22
1,0101,5,2023,10,4,2023,1,0101,51,40,4,4,320,320,5,5,22,26
1,0101,5,2023,26,4,2023,9,0901,31,28,4,4,320,320,5,5,22,22
9,0901,5,2023,19,4,2023,9,0902,40,42,4,4,320,320,5,4,22,23
1,0101,5,2023,8,5,2023,1,0101,999,999,9,9,320,320,9,9,22,23
17,1713,6,2023,29,5,2023,17,1710,38,34,4,4,320,320,5,5,22,26
1,0101,6,2023,5,5,2023,1,0101,999,999,9,9,320,320,9,9,22,22
9,0901,7,2023,25,5,2023,9,0901,999,999,9,9,9999,9999,9,9,22,22
9,0901,7,2023,25,7,2023,10,1003,40,27,4,4,320,320,5,5,22,22
13,1301,7,2023,29,6,2023,13,1312,33,25,4,4,320,320,5,9,22,22
1,0101,7,2023,1,3,2023,1,0101,48,999,9,9,720,320,9,9,22,22
1,0108,7,2023,10,7,2023,1,0101,42,40,4,4,320,320,6,5,22,22
1,0101,7,2023,13,6,2023,1,0101,46,44,4,4,320,320,5,5,22,21
9,0920,8,2023,19,5,2023,9,0920,999,999,9,9,320,320,9,9,22,23
12,1216,8,2023,18,7,2023,12,1216,40,41,4,4,320,320,5,5,22,22
1,0101,8,2023,28,7,2023,13,1301,36,34,4,4,320,320,5,5,22,22
9,0901,8,2023,15,8,2023,9,0901,64,58,9,4,320,320,5,6,22,21
19,1904,9,2023,11,7,2023,19,1904,33,29,5,4,320,320,5,5,22,22
1,0101,9,2023,14,7,2023,1,0101,56,59,4,4,320,320,5,5,22,26
1,0101,9,2023,8,9,2023,1,0101,36,33,4,4,320,320,5,9,22,22
13,1301,9,2023,13,6,2023,13,1327,27,31,1,4,320,320,5,4,22,23
1,0101,9,2023,25,7,2023,1,0101,49,48,4,4,320,320,6,5,22,21
22,2215,9,2023,15,6,2023,22,2215,34,39,4,4,320,320,5,4,22,23
1,0101,10,2023,24,8,2023,1,0101,999,999,9,9,320,320,9,9,22,26
1,0101,10,2023,31,8,2023,1,0101,999,999,9,9,320,192,9,9,22,22
1,0101,10,2023,21,9,2023,1,0101,38,36,4,4,320,320,5,5,22,22
9,0902,10,2023,18,10,2023,9,0901,72,71,4,4,320,320,5,4,22,23
1,0101,11,2023,1,3,2023,9,0901,68,64,4,4,320,320,6,5,22,22
1,0101,11,2023,26,10,2023,1,0101,999,999,9,9,320,320,9,9,22,22
17,1706,11,2023,21,9,2023,21,2101,999,999,9,9,320,320,9,9,22,23
1,0115,12,2023,30,10,2023,1,0115,37,36,4,4,320,320,6,5,22,22
19,1904,1,2024,6,12,2023,19,1904,32,32,4,4,320,320,9,5,22,22
16,1601,1,2024,7,7,2023,16,1601,63,42,4,4,320,320,5,9,22,23
1,0101,2,2024,18,12,2023,1,0101,38,38,4,4,320,320,5,9,22,22
1,0101,4,2024,16,11,2023,1,0101,46,46,4,4,320,320,5,5,22,26
16,1601,5,2024,19,5,2023,1,0101,43,37,4,9,320,192,5,5,22,25
9,0901,1,2023,19,1,2023,9,0901,50,43,1,1,320,320,4,4,23,23
12,1202,2,2023,9,2,2023,12,1201,40,29,4,4,320,320,5,5,23,22
14,1415,2,2023,19,1,2023,14,1415,33,28,1,4,320,320,5,5,23,23
13,1319,2,2023,5,1,2023,13,1319,39,40,1,1,320,320,4,4,23,23
13,1301,3,2023,6,2,2023,13,1309,52,45,1,1,320,320,4,4,23,23
11,1101,3,2023,1,3,2023,11,1101,45,46,4,4,320,320,5,5,23,23
14,1413,3,2023,8,2,2023,14,1413,30,29,1,1,320,320,4,4,23,23
13,1329,3,2023,21,2,2023,13,1331,38,32,4,4,320,320,4,4,23,23
10,1013,3,2023,25,1,2023,10,1013,35,34,4,4,320,320,4,4,23,23
3,0301,3,2023,27,2,2023,3,0302,44,36,4,4,320,320,5,4,23,23
1,0108,4,2023,20,2,2023,7,0701,999,999,9,9,320,320,9,9,23,23
21,2101,4,2023,20,3,2023,21,2101,999,999,9,9,320,320,9,9,23,23
9,0901,4,2023,18,4,2023,8,0801,55,52,1,4,320,320,4,4,23,23
11,1104,4,2023,27,3,2023,11,1101,52,49,4,4,320,320,4,4,23,23
2,0201,4,2023,29,3,2023,15,1502,30,29,1,9,320,320,4,4,23,23
18,1801,5,2023,16,3,2023,16,1601,40,36,4,4,320,320,4,4,23,23
3,0302,5,2023,9,5,2023,3,0309,39,37,4,4,320,320,5,5,23,23
22,2201,5,2023,3,4,2023,22,2201,34,34,9,9,320,320,9,9,23,23
21,2101,5,2023,1,3,2023,22,2201,32,33,4,4,320,320,4,4,23,23
17,1712,5,2023,22,2,2023,17,1712,41,999,4,9,320,320,4,9,23,23
11,1101,5,2023,20,4,2023,11,1101,32,38,9,4,320,320,4,9,23,24
21,2101,5,2023,30,3,2023,21,2101,28,31,4,9,320,320,4,9,23,23
9,0917,6,2023,6,6,2023,9,0917,42,32,4,9,320,320,4,4,23,23
13,1309,6,2023,24,4,2023,13,1309,42,41,9,9,320,320,4,4,23,23
1,0115,6,2023,28,4,2023,1,0115,57,66,4,4,320,320,5,5,23,23
13,1302,6,2023,24,3,2023,13,1311,44,56,4,4,320,320,4,4,23,23
9,0922,6,2023,26,5,2023,9,0922,49,44,4,4,320,320,4,4,23,23
9,0901,6,2023,21,3,2023,9,0901,42,39,1,4,320,320,5,5,23,26
22,2217,6,2023,9,5,2023,22,2217,34,25,4,4,320,320,4,5,23,23
1,0101,6,2023,2,5,2023,1,0101,999,999,9,9,320,320,9,9,23,23
10,1014,6,2023,31,5,2023,10,1014,39,37,4,4,320,320,4,4,23,23
13,1307,7,2023,29,3,2023,13,1307,39,32,1,4,320,320,4,4,23,23
12,1214,7,2023,9,5,2023,12,1215,59,55,4,4,320,320,4,4,23,23
18,1801,7,2023,15,3,2023,18,1804,39,38,4,4,320,320,5,4,23,23
13,1320,7,2023,16,3,2023,13,1320,48,48,1,1,320,320,4,4,23,23
4,0401,7,2023,22,5,2023,4,0403,31,30,4,9,320,320,4,4,23,23
17,1703,7,2023,23,3,2023,17,1710,30,26,4,4,320,320,4,4,23,23
16,1601,7,2023,5,5,2023,16,1609,35,34,1,1,320,320,4,4,23,23
10,1002,7,2023,4,7,2023,11,1106,29,22,4,4,320,320,4,4,23,23
13,1312,8,2023,2,6,2023,13,1306,35,29,9,9,320,320,9,9,23,23
10,1001,8,2023,27,7,2023,10,1004,47,43,4,4,320,320,4,4,23,23
14,1401,8,2023,22,5,2023,14,1406,37,41,4,1,320,320,4,5,23,26
15,1501,8,2023,29,6,2023,15,1504,35,33,4,4,320,320,4,4,23,23
15,1501,8,2023,30,6,2023,15,1505,67,42,4,4,320,320,4,5,23,23
11,1101,8,2023,17,7,2023,11,1104,26,41,4,4,320,320,4,5,23,26
4,0412,8,2023,4,7,2023,4,0403,40,36,9,1,320,320,4,4,23,23
4,0401,8,2023,30,6,2023,4,0416,30,29,9,4,320,320,4,5,23,22
15,1506,8,2023,14,7,2023,15,1501,30,26,4,4,320,320,4,4,23,23
10,1001,8,2023,22,8,2023,10,1003,46,40,4,4,320,320,4,4,23,23
1,0101,8,2023,24,7,2023,1,0101,34,34,4,4,320,320,5,9,23,26
2,0201,8,2023,24,4,2023,19,1907,35,35,4,4,320,320,5,4,23,23
14,1401,9,2023,21,7,2023,14,1401,34,32,1,1,320,320,4,4,23,23
17,1712,9,2023,16,8,2023,17,1712,52,45,4,4,320,320,4,5,23,26
20,2001,9,2023,12,5,2023,20,2001,68,54,4,4,320,320,4,5,23,23
19,1901,9,2023,24,7,2023,19,1904,57,47,4,4,320,320,4,4,23,23
6,0601,9,2023,24,8,2023,6,0610,40,31,4,4,320,320,5,4,23,23
9,0901,9,2023,18,9,2023,12,1207,32,32,4,4,320,320,4,5,23,26
17,1705,9,2023,10,8,2023,17,1705,33,33,1,4,320,320,4,4,23,23
15,1503,9,2023,15,8,2023,15,1504,35,33,4,4,320,320,9,4,23,23
17,1704,9,2023,8,8,2023,17,1704,46,43,4,4,320,320,4,4,23,23
22,2210,9,2023,22,8,2023,22,2210,48,65,4,4,320,320,4,4,23,23
14,1401,10,2023,1,9,2023,14,1401,31,27,4,4,320,320,9,4,23,23
9,0914,10,2023,7,8,2023,9,0914,34,42,1,1,320,320,4,5,23,23
22,2201,10,2023,21,9,2023,22,2201,60,45,4,4,320,320,4,5,23,23
17,1706,10,2023,30,8,2023,17,1701,35,36,4,9,320,320,5,9,23,23
22,2201,10,2023,14,9,2023,22,2201,36,34,4,4,320,320,4,4,23,23
15,1501,10,2023,31,8,2023,15,1501,62,38,4,4,320,320,5,4,23,23
14,1401,10,2023,1,9,2023,8,0801,42,41,1,1,320,320,5,4,23,23
22,2205,10,2023,14,9,2023,22,2205,39,37,4,4,320,320,4,4,23,23
13,1304,11,2023,24,10,2023,13,1304,28,26,4,4,320,320,4,4,23,23
2,0201,11,2023,7,11,2023,2,0201,999,999,9,9,320,320,9,9,23,23
20,2001,11,2023,10,7,2023,20,2003,53,47,4,4,320,320,4,6,23,23
6,0601,11,2023,10,10,2023,6,0614,49,47,9,9,320,320,9,4,23,23
21,2101,11,2023,26,10,2023,21,2101,37,42,4,4,320,320,4,4,23,23
17,1703,11,2023,23,8,2023,17,1708,27,27,4,4,320,320,4,4,23,23
22,2201,11,2023,10,11,2023,22,2201,35,34,4,4,320,320,5,4,23,23
22,2212,12,2023,22,11,2023,22,2216,37,30,4,4,320,320,5,5,23,23
9,0901,12,2023,7,9,2023,8,0802,33,27,4,4,320,320,4,4,23,23
13,1301,12,2023,7,12,2023,10,1021,38,32,4,4,320,320,4,4,23,23
11,1105,12,2023,7,12,2023,1,0101,60,59,4,4,320,320,4,5,23,23
6,0601,12,2023,13,9,2023,1,0108,999,999,9,9,320,320,9,9,23,23
16,1601,12,2023,8,9,2023,16,1601,43,38,4,4,320,320,4,4,23,23
21,2101,12,2023,22,8,2023,21,2101,999,999,9,9,320,320,9,9,23,23
8,0801,12,2023,23,11,2023,8,0805,39,41,1,1,320,320,4,4,23,23
17,1712,12,2023,2,11,2023,17,1708,32,33,4,4,320,320,4,5,23,23
17,1707,12,2023,29,11,2023,17,1703,46,48,4,9,320,320,4,9,23,23
13,1312,12,2023,25,9,2023,13,1312,38,34,4,4,320,320,4,4,23,23
13,1312,1,2024,26,9,2023,13,1312,999,999,1,1,320,320,4,4,23,23
7,0701,1,2024,5,7,2023,7,0701,38,47,4,4,320,320,5,5,23,24
15,1504,1,2024,30,11,2023,15,1504,38,38,1,1,320,320,4,9,23,26
6,0601,1,2024,7,12,2023,6,0604,57,44,4,4,320,320,9,4,23,23
21,2101,2,2024,24,11,2023,21,2101,999,999,9,9,320,320,9,9,23,23
19,1901,2,2024,29,11,2023,19,1909,27,28,4,4,320,320,4,4,23,23
13,1301,2,2024,22,11,2023,13,1301,41,37,4,4,320,320,4,4,23,23
20,2008,2,2024,7,7,2023,20,2007,999,999,4,9,320,320,9,9,23,23
15,1505,2,2024,21,12,2023,15,1505,28,27,4,4,320,320,4,4,23,23
14,1401,3,2024,27,6,2023,14,1401,27,26,4,4,320,320,4,4,23,23
5,0507,3,2024,17,11,2023,5,0507,37,33,4,4,320,320,5,5,23,23
10,1014,4,2024,13,7,2023,10,1010,33,30,9,4,320,320,4,4,23,23
15,1504,4,2024,16,11,2023,15,1504,43,40,4,4,320,320,4,4,23,23
7,0701,4,2024,18,1,2023,7,0701,50,46,4,4,320,320,4,4,23,23
16,1601,6,2024,6,1,2023,16,1601,40,41,4,4,320,320,5,5,23,23
12,1221,6,2024,2,2,2023,9,0920,39,39,4,4,320,320,4,5,23,23
1,0101,1,2023,11,1,2023,1,0101,39,32,4,4,320,320,9,5,24,23
1,0101,2,2023,23,1,2023,1,0101,28,30,4,4,320,320,5,9,24,26
1,0101,3,2023,2,3,2023,1,0108,999,999,9,9,320,320,9,9,24,24
1,0101,3,2023,22,2,2023,1,0101,41,37,4,4,320,320,5,4,24,23
9,0901,3,2023,21,3,2023,1,0101,35,34,4,4,320,320,5,9,24,24
1,0101,4,2023,23,3,2023,1,0101,41,32,4,4,320,320,5,5,24,26
1,0101,4,2023,13,3,2023,1,0101,59,46,4,4,320,320,5,5,24,26
9,0901,4,2023,30,3,2023,8,0801,35,39,1,4,320,320,5,5,24,24
12,1222,5,2023,27,4,2023,12,1222,31,29,4,4,320,320,5,5,24,24
9,0901,5,2023,14,3,2023,9,0917,38,37,1,9,320,320,5,5,24,23
1,0101,5,2023,24,4,2023,1,0101,42,32,4,4,320,320,5,5,24,21
19,1904,5,2023,20,2,2023,19,1904,35,28,4,4,320,320,9,4,24,23
1,0101,6,2023,21,2,2023,1,0101,45,36,4,4,320,320,5,6,24,21
17,1712,6,2023,11,4,2023,17,1712,51,43,4,4,320,320,9,4,24,23
1,0101,7,2023,20,6,2023,1,0101,41,40,4,4,320,320,5,5,24,21
7,0719,7,2023,21,4,2023,7,0713,35,34,4,1,320,320,9,9,24,26
1,0101,7,2023,18,7,2023,16,1616,31,28,4,1,320,320,5,4,24,23
22,2201,9,2023,7,9,2023,21,2101,57,50,4,4,320,320,5,4,24,23
