DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0101,11,2018,21,9,2018,1,0101,39,39,9,9,320,320,1,1,99,99
6,0609,10,2018,12,9,2018,6,0607,40,40,9,9,320,320,1,1,99,99
12,1215,6,2018,13,3,2018,12,1219,40,40,4,4,320,320,1,1,99,99
1,0101,8,2018,5,3,2018,1,0101,51,40,9,9,320,320,1,1,99,99
16,1609,7,2018,22,2,2018,16,1609,38,42,1,1,320,320,1,1,99,99
12,1221,12,2018,26,9,2018,12,1221,999,42,4,4,320,320,1,1,99,99
1,0101,4,2019,4,6,2018,1,0101,40,43,9,9,320,320,1,1,99,99
1,0111,9,2018,6,6,2018,1,0111,44,43,9,9,320,320,1,1,99,99
1,0101,3,2019,28,6,2018,1,0101,45,44,9,9,720,222,1,1,99,99
15,1501,8,2018,5,6,2018,15,1504,999,44,9,4,320,320,1,1,99,99
1,0101,3,2019,4,12,2018,1,0101,58,51,9,9,380,320,1,1,99,99
2,0201,1,2019,10,8,2018,2,0205,63,51,4,4,320,320,1,1,99,99
5,0506,4,2018,7,3,2018,5,0506,55,55,9,9,320,222,1,1,99,99
1,0101,10,2018,6,7,2018,1,0101,65,61,9,9,320,320,1,1,99,99
10,1007,8,2018,25,6,2018,10,1001,999,999,9,9,320,320,1,1,99,99
13,1301,10,2018,24,8,2018,13,1301,999,999,9,9,320,320,1,1,99,99
19,1902,7,2018,13,6,2018,19,1902,999,999,4,4,320,320,1,1,99,99
18,1803,4,2018,27,2,2018,18,1803,999,999,4,4,320,320,1,1,99,99
9,0916,5,2018,19,4,2018,12,1219,999,999,4,4,320,320,1,1,99,99
9,0904,8,2018,21,5,2018,9,0904,999,999,9,9,320,320,1,1,99,99
7,0701,5,2018,27,2,2018,7,0701,999,999,9,1,320,320,1,1,99,99
1,0101,5,2018,8,3,2018,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,7,2018,1,2,2018,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,2,2019,11,9,2018,1,0101,999,999,9,9,320,320,1,1,99,99
1,0103,5,2019,9,10,2018,1,0108,999,999,9,9,320,320,1,1,99,99
1,0114,2,2019,22,1,2018,1,0114,999,999,9,9,320,320,1,1,99,99
1,0115,3,2018,16,2,2018,1,0115,999,999,9,9,320,320,1,1,99,99
9,0901,12,2018,6,11,2018,9,0920,999,999,9,9,340,320,1,1,99,99
1,0101,9,2018,6,8,2018,1,0101,999,999,9,9,320,320,1,1,99,99
18,1804,12,2018,5,12,2018,9,0905,29,999,9,9,320,320,1,1,99,99
1,0101,1,2019,26,4,2018,3,0301,54,999,4,4,320,320,1,1,99,99
1,0101,4,2018,19,2,2018,1,0101,999,999,9,9,9999,9999,1,1,99,99
1,0101,1,2019,15,6,2018,1,0101,999,999,9,9,320,320,1,1,99,99
1,0102,4,2019,20,12,2018,1,0101,999,999,9,9,320,320,1,1,99,99
21,2101,4,2018,14,3,2018,1,0101,999,999,9,9,320,320,1,1,99,99
8,0801,4,2018,12,4,2018,8,0801,999,999,9,9,320,320,1,1,99,99
12,1201,5,2018,16,2,2018,12,1201,999,999,9,9,320,320,1,1,99,99
13,1304,5,2018,15,1,2018,13,1301,999,999,9,9,320,320,1,1,99,99
10,1001,6,2018,2,4,2018,10,1001,999,999,9,9,320,320,1,1,99,99
1,0101,6,2018,5,1,2018,3,0301,999,999,4,4,320,320,1,1,99,99
22,2203,6,2018,30,4,2018,10,1001,999,999,9,9,320,320,1,1,99,99
15,1501,7,2018,12,2,2018,15,1501,999,999,4,4,320,320,1,1,99,99
13,1301,8,2018,13,7,2018,13,1301,999,999,9,9,320,320,1,1,99,99
1,0101,8,2018,24,5,2018,3,0301,999,999,9,4,320,320,1,1,99,99
5,0505,8,2018,12,7,2018,1,0101,999,999,9,9,320,320,1,1,99,99
15,1501,8,2018,9,7,2018,15,1501,999,999,4,4,320,320,1,1,99,99
11,1101,8,2018,7,6,2018,11,1101,999,999,9,9,320,320,1,1,99,99
15,1501,9,2018,22,3,2018,15,1501,999,999,4,4,320,320,1,1,99,99
3,0301,9,2018,4,6,2018,3,0301,999,999,9,9,320,320,1,1,99,99
1,0101,10,2018,30,8,2018,1,0101,999,999,9,9,320,320,1,1,99,99
1,0101,10,2018,27,4,2018,1,0101,999,999,9,9,320,320,1,1,99,99
22,2201,10,2018,24,8,2018,22,2201,999,999,9,9,320,320,1,1,99,99
13,1301,10,2018,13,6,2018,13,1301,999,999,9,9,320,320,1,1,99,99
4,0401,11,2018,4,10,2018,4,0401,999,999,9,9,320,320,1,1,99,99
13,1301,11,2018,21,9,2018,13,1301,999,999,9,9,320,320,1,1,99,99
13,1301,11,2018,17,10,2018,13,1301,999,999,9,9,320,320,1,1,99,99
10,1016,11,2018,7,2,2018,1,0101,999,999,9,9,320,320,1,1,99,99
13,1301,11,2018,29,8,2018,13,1301,999,999,9,9,320,320,1,1,99,99
3,0301,12,2018,19,11,2018,3,0301,999,999,9,9,320,320,1,1,99,99
1,0101,12,2018,28,6,2018,1,0101,999,999,9,9,320,320,1,1,99,99
13,1301,12,2018,26,10,2018,13,1301,999,999,9,9,320,320,1,1,99,99
15,1501,12,2018,23,11,2018,15,1501,999,999,4,4,320,320,1,1,99,99
13,1301,1,2019,3,10,2018,13,1301,999,999,9,9,320,320,1,1,99,99
10,1001,2,2019,24,10,2018,10,1001,999,999,9,9,320,320,1,1,99,99
1,0109,2,2019,23,4,2018,4,0401,999,999,9,9,320,320,1,1,99,99
13,1301,2,2019,29,11,2018,13,1301,999,999,9,9,320,320,1,1,99,99
21,2101,2,2019,28,12,2018,1,0101,999,999,9,9,320,320,1,1,99,99
11,1101,3,2019,3,7,2018,11,1101,999,999,9,9,320,320,1,1,99,99
15,1501,3,2019,24,7,2018,15,1501,999,999,4,4,320,320,1,1,99,99
13,1301,3,2019,5,11,2018,13,1301,999,999,9,9,320,320,1,1,99,99
20,2001,4,2019,2,2,2018,20,2001,999,999,9,9,320,320,1,1,99,99
15,1501,4,2019,9,3,2018,15,1501,999,999,4,4,320,320,1,1,99,99
13,1301,4,2019,19,10,2018,13,1301,999,999,9,9,320,320,1,1,99,99
1,0101,8,2018,26,3,2018,1,0101,999,999,9,9,422,320,1,1,99,99
1,0101,9,2018,13,6,2018,1,0101,999,999,9,9,320,604,1,1,99,99
19,1902,10,2018,2,8,2018,19,1902,999,999,9,4,320,320,1,1,99,99
19,1901,11,2018,10,9,2018,19,1902,999,999,4,4,320,320,1,1,99,99
18,1801,9,2018,16,7,2018,18,1802,999,999,9,9,320,320,1,1,99,99
13,1301,10,2018,13,7,2018,13,1302,999,999,9,9,320,320,1,1,99,99
18,1801,1,2018,5,1,2018,6,0603,999,999,9,9,320,320,1,1,99,99
12,1203,3,2018,29,1,2018,12,1203,999,999,9,9,320,320,1,1,99,99
5,0503,9,2018,27,6,2018,5,0503,999,999,9,9,320,320,1,1,99,99
20,2003,5,2019,2,8,2018,20,2003,999,999,4,4,320,320,1,1,99,99
21,2101,3,2018,20,2,2018,21,2104,999,999,4,9,9999,9999,1,1,99,99
1,0111,6,2018,30,4,2018,6,0604,999,999,9,9,320,320,1,1,99,99
1,0101,3,2018,25,1,2018,14,1404,999,999,9,9,320,320,1,1,99,99
9,0904,7,2018,3,5,2018,9,0904,999,999,9,9,320,320,1,1,99,99
19,1904,7,2018,12,3,2018,19,1904,999,999,4,4,320,320,1,1,99,99
18,1804,11,2018,28,9,2018,18,1804,999,999,9,9,320,320,1,1,99,99
18,1804,11,2018,27,9,2018,18,1804,999,999,4,4,320,320,1,1,99,99
1,0101,11,2018,27,9,2018,9,0904,999,999,9,9,320,320,1,1,99,99
9,0904,11,2018,22,11,2018,9,0904,999,999,9,9,320,320,1,1,99,99
9,0916,12,2018,20,9,2018,9,0904,999,999,9,9,320,320,1,1,99,99
9,0904,12,2018,11,9,2018,9,0904,999,999,9,9,320,320,1,1,99,99
8,0805,8,2018,3,4,2018,8,0805,999,999,9,9,320,320,1,1,99,99
7,0701,11,2018,5,11,2018,9,0905,999,999,9,9,320,320,1,1,99,99
12,1205,4,2019,8,11,2018,12,1205,999,999,1,1,320,320,1,1,99,99
8,0806,11,2018,9,10,2018,8,0806,999,999,9,9,320,320,1,1,99,99
14,1406,11,2018,26,10,2018,14,1406,999,999,9,9,320,320,1,1,99,99
20,2007,8,2018,27,3,2018,20,2007,999,999,9,9,320,320,1,1,99,99
13,1307,12,2018,17,10,2018,13,1307,999,999,9,9,320,320,1,1,99,99
1,0101,12,2018,9,5,2018,1,0108,999,999,9,9,320,222,1,1,99,99
1,0108,5,2018,6,2,2018,1,0108,999,999,9,9,320,320,1,1,99,99
1,0101,11,2018,24,5,2018,6,0608,999,999,9,9,320,320,1,1,99,99
11,1101,4,2018,8,3,2018,11,1109,999,999,4,4,320,320,1,1,99,99
1,0101,11,2018,7,11,2018,3,0309,999,999,9,9,320,840,1,1,99,99
1,0101,1,2019,3,10,2018,1,0110,999,999,9,9,320,320,1,1,99,99
12,1215,12,2018,20,9,2018,1,0110,999,999,1,1,320,320,1,1,99,99
13,1313,9,2018,11,6,2018,13,1313,999,999,1,1,320,320,1,1,99,99
1,0113,10,2018,21,5,2018,1,0113,999,999,9,9,320,320,1,1,99,99
14,1413,10,2018,31,7,2018,14,1413,999,999,1,1,320,320,1,1,99,99
18,1802,1,2019,27,6,2018,16,1613,999,999,9,9,320,320,1,1,99,99
21,2101,6,2018,8,5,2018,22,2214,999,999,4,4,320,320,1,1,99,99
9,0920,6,2018,8,5,2018,12,1214,999,999,9,9,320,320,1,1,99,99
1,0114,4,2018,15,2,2018,1,0114,999,999,4,4,320,320,1,1,99,99
1,0101,11,2018,7,9,2018,1,0114,999,999,9,9,320,320,1,1,99,99
22,2214,12,2018,16,11,2018,22,2214,999,999,4,4,320,320,1,1,99,99
12,1215,5,2018,22,2,2018,12,1215,999,999,9,9,320,320,1,1,99,99
5,0505,5,2018,18,4,2018,12,1215,999,999,9,9,320,320,1,1,99,99
12,1215,7,2018,11,5,2018,12,1215,999,999,9,9,320,320,1,1,99,99
12,1215,8,2018,2,5,2018,12,1215,999,999,9,9,320,320,1,1,99,99
12,1215,2,2019,30,11,2018,12,1215,999,999,4,4,320,320,1,1,99,99
1,0101,6,2018,9,2,2018,22,2217,999,999,4,4,320,320,1,1,99,99
22,2217,9,2018,8,1,2018,22,2217,999,999,4,4,320,320,1,1,99,99
22,2217,12,2018,6,6,2018,22,2217,999,999,4,4,320,320,1,1,99,99
1,0101,12,2018,20,6,2018,22,2217,999,999,4,4,320,320,1,1,99,99
22,2214,12,2018,19,11,2018,22,2217,999,999,4,4,320,320,1,1,99,99
22,2212,5,2019,15,10,2018,22,2217,999,999,4,4,320,320,1,1,99,99
9,0920,8,2018,18,5,2018,9,0920,999,999,9,9,320,320,1,1,99,99
1,0101,2,2019,30,10,2018,14,1420,999,999,9,9,320,320,1,1,99,99
9,0923,3,2019,18,6,2018,9,0920,999,999,9,9,320,320,1,1,99,99
12,1201,11,2018,2,10,2018,12,1227,999,999,4,4,9999,9999,1,1,99,99
14,1401,7,2018,11,5,2018,13,1327,999,999,9,9,320,320,1,1,99,99
13,1327,3,2019,2,10,2018,13,1327,999,999,9,9,320,320,1,1,99,99
1,0101,9,2018,13,8,2018,1,0101,999,999,9,9,320,320,1,1,99,99
9,0920,6,2019,14,9,2018,9,0920,999,999,9,9,320,320,1,1,99,99
12,1223,2,2019,24,5,2018,12,1223,40,28,1,9,320,320,2,9,99,99
12,1218,6,2018,19,4,2018,12,1218,41,39,4,4,320,320,2,9,99,99
9,0911,1,2019,19,11,2018,9,0911,39,999,1,9,320,320,2,9,99,99
1,0101,10,2018,14,6,2018,5,0512,999,999,4,9,320,320,2,9,99,99
5,0509,11,2018,21,6,2018,5,0509,33,28,4,4,320,320,2,2,99,99
12,1218,5,2018,23,3,2018,12,1218,31,29,4,4,320,320,2,2,99,99
6,0601,9,2018,14,8,2018,6,0612,33,35,4,4,320,320,2,2,99,99
1,0114,7,2018,19,6,2018,1,0114,35,36,4,4,320,320,2,2,99,99
12,1218,10,2018,3,8,2018,12,1218,42,39,4,4,320,320,2,2,99,99
15,1507,3,2019,13,11,2018,15,1507,48,42,4,4,320,320,2,2,99,99
12,1217,8,2018,10,7,2018,12,1221,999,999,4,4,320,320,2,2,99,99
1,0101,2,2019,2,10,2018,9,0922,999,999,4,4,9999,9999,2,2,99,99
1,0101,8,2018,30,5,2018,1,0101,42,40,4,9,320,320,2,1,99,99
12,1225,4,2018,26,2,2018,12,1225,47,44,4,9,320,320,2,1,99,99
12,1210,11,2018,27,8,2018,12,1210,54,50,4,9,320,320,2,1,99,99
1,0105,9,2018,28,6,2018,1,0105,32,32,4,4,320,320,3,4,99,99
16,1604,5,2019,13,8,2018,3,0308,42,41,1,4,320,320,3,4,99,99
16,1601,4,2019,18,10,2018,16,1603,43,41,1,4,320,320,3,4,99,99
15,1501,4,2018,18,1,2018,15,1507,42,34,4,4,320,320,3,2,99,99
1,0101,11,2018,28,9,2018,12,1210,49,49,4,4,320,320,3,1,99,99
6,0612,3,2018,31,1,2018,6,0612,42,999,4,9,320,320,4,9,99,99
15,1501,10,2018,12,9,2018,15,1501,54,56,4,4,320,320,4,4,99,99
1,0101,7,2018,30,5,2018,1,0101,62,69,4,4,222,320,5,4,99,99
19,1902,8,2018,28,6,2018,19,1902,999,26,9,9,320,320,9,9,99,99
21,2101,2,2019,20,11,2018,21,2101,42,26,9,9,320,320,9,9,99,99
20,2001,3,2019,14,8,2018,9,0913,999,28,1,9,320,320,9,9,99,99
12,1218,8,2018,9,8,2018,12,1218,999,28,9,4,320,320,9,9,99,99
1,0101,5,2018,17,4,2018,1,0107,43,30,9,9,320,320,9,9,99,99
1,0101,3,2018,7,2,2018,12,1223,30,31,9,9,320,320,9,9,99,99
13,1301,6,2018,30,4,2018,13,1301,34,31,9,9,320,320,9,9,99,99
9,0901,4,2019,20,4,2018,11,1105,35,32,9,9,320,320,9,9,99,99
11,1101,9,2018,13,4,2018,11,1101,999,33,9,9,320,320,9,9,99,99
4,0415,6,2018,23,4,2018,4,0415,42,33,4,4,320,320,9,9,99,99
1,0101,2,2019,11,7,2018,1,0107,34,34,9,9,320,320,9,9,99,99
4,0401,7,2018,7,5,2018,4,0401,40,35,9,9,320,320,9,9,99,99
1,0101,10,2018,14,8,2018,1,0101,37,35,9,9,9999,9999,9,9,99,99
5,0505,5,2018,18,4,2018,9,0907,999,36,9,9,320,320,9,9,99,99
1,0101,8,2018,22,5,2018,1,0101,40,36,9,9,320,320,9,9,99,99
14,1401,2,2019,17,10,2018,14,1401,999,37,9,9,320,320,9,9,99,99
1,0101,6,2018,11,4,2018,1,0101,46,37,9,9,320,320,9,9,99,99
9,0901,11,2018,27,7,2018,9,0903,46,39,4,4,320,320,9,9,99,99
1,0114,11,2018,18,10,2018,1,0114,999,41,9,4,320,320,9,9,99,99
22,2217,11,2018,2,4,2018,22,2217,999,43,9,9,320,320,9,9,99,99
1,0101,9,2018,3,8,2018,19,1903,51,43,4,4,320,320,9,9,99,99
12,1223,2,2019,13,6,2018,12,1223,41,44,9,9,320,320,9,9,99,99
1,0101,8,2018,23,5,2018,3,0301,999,44,4,4,320,720,9,9,99,99
15,1501,5,2018,16,2,2018,15,1501,51,45,9,9,320,320,9,9,99,99
18,1801,10,2018,1,8,2018,20,2003,999,50,9,9,320,320,9,9,99,99
13,1301,9,2018,27,7,2018,13,1301,999,54,9,4,320,320,9,9,99,99
3,0308,4,2019,30,10,2018,3,0308,50,999,9,9,320,320,9,9,99,99
1,0101,8,2018,11,5,2018,1,0101,999,999,9,9,32,320,9,9,99,99
19,1901,2,2018,3,1,2018,19,1901,999,999,9,9,320,320,9,9,99,99
4,0401,3,2018,1,2,2018,4,0401,999,999,9,9,320,320,9,9,99,99
19,1901,4,2018,13,2,2018,19,1901,999,999,9,9,320,320,9,9,99,99
4,0401,4,2018,16,3,2018,4,0401,999,999,9,9,320,320,9,9,99,99
10,1001,5,2018,14,3,2018,10,1001,999,999,9,9,320,320,9,9,99,99
22,2201,8,2018,16,5,2018,22,2201,999,999,9,9,320,320,9,9,99,99
22,2202,9,2018,20,2,2018,22,2201,999,999,9,9,320,320,9,9,99,99
22,2202,9,2018,13,6,2018,22,2201,999,999,9,9,320,320,9,9,99,99
6,0601,9,2018,5,7,2018,6,0601,999,999,9,9,320,320,9,9,99,99
4,0401,10,2018,21,8,2018,4,0401,999,999,9,9,320,320,9,9,99,99
14,1401,10,2018,30,8,2018,14,1401,999,999,9,9,320,320,9,9,99,99
10,1001,10,2018,23,8,2018,10,1001,999,999,9,9,320,320,9,9,99,99
3,0301,11,2018,27,8,2018,19,1901,999,999,9,9,320,320,9,9,99,99
11,1101,12,2018,22,8,2018,11,1101,999,999,9,9,320,320,9,9,99,99
1,0101,12,2018,16,10,2018,1,0101,999,999,9,9,320,320,9,9,99,99
1,0101,12,2018,12,12,2018,1,0101,999,999,9,9,320,320,9,9,99,99
19,1901,12,2018,18,9,2018,19,1901,999,999,9,9,320,320,9,9,99,99
4,0401,1,2019,30,10,2018,4,0401,999,999,9,9,320,320,9,9,99,99
11,1101,2,2019,2,10,2018,11,1101,999,999,9,9,320,320,9,9,99,99
15,1504,2,2019,26,10,2018,14,1401,999,999,9,9,320,320,9,9,99,99
22,2201,2,2019,27,12,2018,22,2201,999,999,9,9,320,320,9,9,99,99
4,0407,3,2019,14,12,2018,4,0401,999,999,9,9,320,320,9,9,99,99
11,1104,6,2019,14,2,2018,11,1101,999,999,9,9,320,320,9,9,99,99
19,1902,3,2018,18,1,2018,19,1902,999,999,9,9,320,320,9,9,99,99
21,2101,4,2018,1,2,2018,21,2102,999,999,9,9,320,320,9,9,99,99
21,2101,4,2018,1,2,2018,21,2102,999,999,9,9,320,320,9,9,99,99
19,1902,5,2018,7,2,2018,19,1902,999,999,9,9,320,320,9,9,99,99
19,1902,6,2018,12,3,2018,19,1902,999,999,9,9,320,320,9,9,99,99
21,2101,6,2018,7,5,2018,21,2102,999,999,9,9,320,320,9,9,99,99
1,0101,7,2018,12,4,2018,1,0102,999,999,9,9,320,320,9,9,99,99
19,1902,8,2018,22,6,2018,19,1902,999,999,9,9,320,320,9,9,99,99
21,2101,8,2018,21,6,2018,21,2102,999,999,9,9,320,320,9,9,99,99
21,2101,9,2018,9,8,2018,21,2102,999,999,9,9,320,320,9,9,99,99
21,2101,10,2018,1,8,2018,21,2102,999,999,9,9,320,320,9,9,99,99
19,1901,12,2018,3,8,2018,19,1902,999,999,9,9,320,320,9,9,99,99
21,2101,12,2018,28,8,2018,21,2102,999,999,9,9,320,320,9,9,99,99
19,1901,1,2019,13,11,2018,19,1902,999,999,9,9,320,320,9,9,99,99
18,1803,9,2018,6,8,2018,18,1803,999,999,9,9,320,320,9,9,99,99
1,0101,12,2018,21,5,2018,1,0103,999,999,9,9,320,320,9,9,99,99
1,0101,3,2019,27,8,2018,15,1503,999,999,9,9,320,320,9,9,99,99
18,1804,11,2018,30,10,2018,18,1804,999,999,9,9,320,320,9,9,99,99
1,0101,11,2018,27,8,2018,1,0104,999,999,9,9,320,320,9,9,99,99
9,0901,4,2019,7,8,2018,8,0804,999,999,9,9,320,320,9,9,99,99
1,0101,6,2018,26,2,2018,5,0505,999,999,9,9,320,320,9,9,99,99
1,0101,8,2018,19,6,2018,5,0505,999,999,9,9,320,320,9,9,99,99
13,1301,9,2018,15,3,2018,5,0505,999,999,9,9,320,320,9,9,99,99
5,0501,10,2018,14,3,2018,5,0505,999,999,9,9,320,320,9,9,99,99
1,0101,3,2018,12,1,2018,5,0506,999,999,9,9,320,320,9,9,99,99
22,2206,11,2018,1,3,2018,22,2206,999,999,9,9,320,320,9,9,99,99
22,2206,2,2019,28,6,2018,22,2206,999,999,9,9,320,320,9,9,99,99
5,0507,10,2018,23,8,2018,5,0507,999,999,9,9,320,320,9,9,99,99
5,0501,2,2019,8,8,2018,5,0507,999,999,9,9,320,320,9,9,99,99
6,0608,5,2018,13,2,2018,6,0608,999,999,9,9,320,320,9,9,99,99
5,0509,8,2018,19,6,2018,5,0509,999,999,9,9,320,320,9,9,99,99
14,1413,6,2018,4,5,2018,14,1413,999,999,9,9,320,320,9,9,99,99
10,1015,7,2018,27,4,2018,10,1015,999,999,9,9,320,320,9,9,99,99
12,1215,2,2019,21,8,2018,12,1215,999,999,9,9,320,320,9,9,99,99
21,2107,5,2018,17,4,2018,1,0116,999,999,9,9,320,320,9,9,99,99
22,2201,8,2018,19,4,2018,22,2217,999,999,9,9,320,320,9,9,99,99
9,0920,5,2018,19,2,2018,9,0920,999,999,9,9,320,320,9,9,99,99
